OBJECTID,GL_String,Fund,Fund_Name,Department,Department_Name,Object,Object_Name,Adopted_Budget,Fiscal_Year
188,6100-41-41-4170-417010-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,1516859,2021
189,6100-41-41-4160-416011-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,1261884,2021
190,6100-41-41-4140-414030-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,1120393,2021
191,6100-41-41-4140-414010-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,910210,2021
192,6100-41-41-4140-414020-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,881922,2021
193,6100-41-41-4190-419010-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,811292,2021
194,6100-41-41-4180-418010-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,754523,2021
195,6100-41-41-4120-412020-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,709826,2021
196,6100-41-41-4110-411060-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,498135,2021
197,6100-41-41-4130-413002-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,351729,2021
198,6100-41-41-4150-415001-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,316039,2021
199,6100-41-41-4110-411040-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,315615,2021
200,6100-41-41-4150-415040-000000-000-510100,6100,6100 CATS Operating,41,41 Charlotte Area Transit System,510100,510100 Salaries & Wages - Regular,182440,2021
201,1000-42-42-4270-000000-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,9418182,2021
202,1000-42-42-4230-428350-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,2585157,2021
203,1000-42-42-4230-428360-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,1843326,2021
204,1000-42-42-4230-423570-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,1410385,2021
205,1000-42-42-4250-426175-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,1365667,2021
206,1000-42-42-4220-428330-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,1213413,2021
207,1000-42-42-4250-421220-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,1109248,2021
208,1000-42-42-4210-420010-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,785843,2021
209,1000-42-42-4220-424680-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,748975,2021
210,1000-42-42-4250-428125-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,559166,2021
211,1000-42-42-4230-428320-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,491367,2021
212,1000-42-42-4270-428850-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,392689,2021
213,1000-42-42-4260-428920-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,358916,2021
214,1000-42-42-4270-420790-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,302286,2021
215,1000-42-42-4210-421700-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,251953,2021
216,1000-42-42-4260-421775-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,251903,2021
217,1000-42-42-4220-428890-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,210651,2021
218,1000-42-42-4260-421150-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,191824,2021
219,1000-42-42-4210-423500-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,152376,2021
220,1000-42-42-4260-426950-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,142646,2021
221,1000-42-42-4210-422850-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,83837,2021
222,1000-42-42-4210-423575-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,81446,2021
223,1000-42-42-4270-427010-000000-000-510100,1000,1000 General Fund,42,42 Transportation,510100,510100 Salaries & Wages - Regular,79350,2021
224,1000-50-50-5050-502000-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,3572570,2021
225,1000-50-50-5050-509910-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,2889138,2021
226,1000-50-50-5050-500740-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,870348,2021
227,1000-50-50-5060-508150-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,726632,2021
228,1000-50-50-5060-508150-500920-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,714010,2021
229,1000-50-50-5060-509000-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,656836,2021
230,1000-50-50-5020-502012-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,646613,2021
231,1000-50-50-5010-501010-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,498963,2021
232,1000-50-50-5060-500760-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,430770,2021
233,1000-50-50-5030-503010-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,416020,2021
234,1000-50-50-5060-508750-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,413274,2021
235,1000-50-50-5060-508980-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,398993,2021
236,1000-50-50-5020-508520-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,357638,2021
237,1000-50-50-5020-503500-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,353724,2021
238,1000-50-50-5070-506175-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,327734,2021
239,1000-50-50-5060-508650-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,311351,2021
240,1000-50-50-5020-501150-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,227139,2021
241,1000-50-50-5050-501050-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,214089,2021
242,1000-50-50-5020-507690-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,141619,2021
243,1000-50-50-5060-507210-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,93703,2021
244,1000-50-50-5060-509000-500920-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,93222,2021
245,1000-50-50-5030-508075-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,78388,2021
246,1000-50-50-5060-501225-000000-000-510100,1000,1000 General Fund,50,50 Solid Waste Services,510100,510100 Salaries & Wages - Regular,34434,2021
247,1000-60-61-6015-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,3085863,2021
248,1000-60-61-6020-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,1424664,2021
249,1000-60-61-6025-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,939986,2021
250,1000-60-61-6075-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,831283,2021
251,1000-60-61-6070-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,734779,2021
252,1000-60-61-6010-000000-000000-000-510100,1000,1000 General Fund,60,"60 Planning, Design & Development",510100,510100 Salaries & Wages - Regular,675568,2021
253,1000-61-13-6111-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,4644964,2021
254,1000-61-61-6130-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,3536845,2021
255,1000-61-61-6160-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,1006644,2021
256,1000-61-61-6140-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,932205,2021
257,1000-61-61-6140-611010-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,792588,2021
258,1000-61-61-6120-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,754439,2021
259,1000-61-61-6110-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,648938,2021
260,1000-61-61-6160-618010-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,466562,2021
261,1000-61-61-6170-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,339552,2021
262,1000-61-61-6190-000000-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,224876,2021
263,1000-61-61-6110-611010-000000-000-510100,1000,1000 General Fund,61,61 Housing&Neighborhood Services,510100,510100 Salaries & Wages - Regular,183895,2021
264,1000-62-61-6250-000000-000000-000-510100,1000,1000 General Fund,62,62 Economic Development,510100,510100 Salaries & Wages - Regular,1936453,2021
265,6200-70-00-7030-703010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,6702607,2021
266,6200-70-00-7020-702010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,6031649,2021
267,6200-70-00-7050-705092-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,3908991,2021
268,6200-70-00-7010-701020-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,3451529,2021
269,6200-70-00-7060-706000-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,3112760,2021
270,6200-70-00-7050-705094-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,3088994,2021
271,6200-70-00-7050-705093-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,2661078,2021
272,6200-70-00-7030-703035-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1631749,2021
273,6200-70-00-7050-705091-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1603410,2021
274,6200-70-00-7050-705010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1590239,2021
275,6200-70-00-7050-705040-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1568810,2021
276,6200-70-72-7040-704087-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1562208,2021
277,6200-70-72-7080-708060-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1334420,2021
278,6200-70-71-7070-707085-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1260073,2021
279,6200-70-00-7050-705030-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1228460,2021
280,6200-70-00-7080-708030-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1205351,2021
281,6200-70-72-7040-704070-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1135236,2021
282,6200-70-72-7040-704010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1084792,2021
283,6200-70-00-7050-705025-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1083785,2021
284,6200-70-00-7010-701011-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,1004705,2021
285,6200-70-72-7080-708070-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,953576,2021
286,6200-70-72-7040-704088-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,941194,2021
287,6200-70-72-7040-704086-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,859380,2021
288,6200-70-72-7040-704085-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,840418,2021
289,6200-70-72-7040-704089-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,835622,2021
290,6200-70-00-7010-701010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,774839,2021
291,6200-70-00-7010-701012-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,754787,2021
292,6200-70-00-7030-703015-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,712479,2021
293,6200-70-71-7070-707010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,641480,2021
294,6200-70-00-7010-701016-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,641072,2021
295,6200-70-00-7010-701060-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,572410,2021
296,6200-70-00-7010-701015-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,526012,2021
297,6200-70-71-7070-707086-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,525610,2021
298,6200-70-71-7080-708040-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,479442,2021
299,6200-70-71-7070-707087-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,462989,2021
300,6200-70-00-7010-701025-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,382193,2021
301,6200-70-00-7080-708010-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,362334,2021
302,6200-70-71-7070-707070-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,308921,2021
303,6200-70-00-7010-701014-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,292826,2021
304,6200-70-00-7080-708020-000000-000-510100,6200,6200 WS Operating,70,70 Charlotte Water,510100,510100 Salaries & Wages - Regular,183592,2021
