X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1446645.403981,557727.86210601,4380,948434,2019,5,May,13,2,Monday,1927,20190513192700,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.268269,-80.854004,
1444305.78585601,522991.381481007,4381,1041508,2020,7,July,25,7,Saturday,1248,20200725124800,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.172721,-80.859661,
1439714.903981,555312.952106014,4382,886954,2018,4,April,14,7,Saturday,145,20180414014500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.261277,-80.877066,
1433351.81460601,536155.540856004,4383,954678,2019,6,June,16,1,Sunday,2025,20190616202500,15,Pedalcyclist,2,20,Inattention,0, ,35.208316,-80.897152,
1446069.10023101,539252.420856014,4384,808234,2017,3,March,4,7,Saturday,2112,20170304211200,14,Pedestrian,1,0, ,0, ,35.217484,-80.854778,
1471478.41335601,563020.258356005,4385,806343,2017,2,February,18,7,Saturday,2015,20170218201600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.284054,-80.771136,
1439070.07710601,512218.531481013,4386,937493,2018,6,June,21,5,Thursday,2213,20180621221300,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.142855,-80.876497,
1469104.59835601,562467.195856005,4387,1071014,2020,12,December,1,3,Tuesday,1808,20201201180800,21,"Rear end, slow or stop",1,30,Alcohol use,0, ,35.282418,-80.779056,
1473744.03273101,526651.367731005,4388,853256,2017,11,November,14,3,Tuesday,1958,20171114195800,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.184251,-80.761383,
1435509.74898101,526079.740856007,4389,775593,2016,8,August,5,6,Friday,2242,20160805224200,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.180749,-80.889287,
1437361.575231,499360.374606013,4390,864288,2018,1,January,15,2,Monday,2107,20180115210700,21,"Rear end, slow or stop",2,0,No contributing circumstance indicated,0, ,35.107442,-80.881396,
1463676.23710601,547595.22148101,4391,1004773,2019,8,August,9,6,Friday,1710,20190809171000,14,Pedestrian,1,0, ,0, ,35.241293,-80.796341,
1429723.25335601,521214.44085601,4392,1020997,2020,5,May,19,3,Tuesday,1751,20200519175100,1,Ran off road right,2,0,No contributing circumstance indicated,0, ,35.167079,-80.908336,
1474235.55210601,563718.493981004,4393,926203,2019,1,January,1,3,Tuesday,112,20190101011200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.286107,-80.76194,
1462768.14273101,535583.507731006,4394,1025682,2020,6,June,15,2,Monday,246,20200613024600,1,Ran off road right,2,34,Unknown,0, ,35.208249,-80.798653,
1480842.352106,544670.542731002,4395,847699,2017,10,October,16,2,Monday,600,20171016060000,14,Pedestrian,2,34,Unknown,0, ,35.234098,-80.738686,
1468687.900856,552328.734606013,4396,902336,2018,8,August,20,2,Monday,2228,20180820222800,14,Pedestrian,2,34,Unknown,0, ,35.254545,-80.779843,
1437585.55398101,540788.482731014,4397,764061,2016,4,April,30,7,Saturday,1234,20160430123400,15,Pedalcyclist,1,0,No contributing circumstance indicated,0, ,35.221265,-80.883275,
1433354.212106,555213.329606012,4398,766613,2016,6,June,5,1,Sunday,624,20160605062400,19,Fixed object,2,30,Alcohol use,0, ,35.260671,-80.898364,
1460181.19085601,580812.973356009,4399,935078,2018,7,July,19,5,Thursday,1322,20180719132200,23,"Left turn, same roadway",1,11,Crossed centerline/going wrong way,0, ,35.332374,-80.810073,
1484442.64210601,534264.290231004,4400,1024728,2020,6,June,9,3,Tuesday,1733,20200609173300,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.205682,-80.726025,
1408737.308981,510464.704606012,4401,1018542,2020,5,May,5,3,Tuesday,2300,20200505230200,21,"Rear end, slow or stop",2,7,Exceeded safe speed for conditions,0, ,35.136419,-80.977827,
1425870.618981,535477.173356012,4402,863940,2018,1,January,14,1,Sunday,224,20180114022400,21,"Rear end, slow or stop",2,34,Unknown,0, ,35.206057,-80.922149,
1433533.34523101,523933.010856003,4403,1020252,2020,5,May,2,7,Saturday,2230,20200502223000,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.174748,-80.895763,
1475457.53523101,544311.808356002,4404,822476,2017,4,April,15,7,Saturday,2011,20170415201100,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.232852,-80.756695,
1430490.78273101,550714.058356002,4405,859442,2017,12,December,9,7,Saturday,1632,20171209163200,21,"Rear end, slow or stop",2,7,Exceeded safe speed for conditions,0, ,35.24816,-80.907665,
1451888.05335601,553521.465856001,4406,839513,2017,6,June,23,6,Friday,1319,20170623131900,25,"Right turn, same roadway",1,0,No contributing circumstance indicated,0, ,35.256981,-80.836182,
1422882.414606,530568.245231003,4407,756191,2016,3,March,21,2,Monday,1825,20160321182500,23,"Left turn, same roadway",1,6,Exceeded authorized speed limit,0, ,35.192412,-80.931831,
1463965.01835601,560830.724606007,4408,906374,2018,7,July,29,1,Sunday,2119,20180729211900,1,Ran off road right,1,0, ,0, ,35.277668,-80.796176,
1454503.40960601,540403.523981005,4409,1068611,2020,9,September,6,1,Sunday,339,20200906033900,14,Pedestrian,1,0, ,0, ,35.221076,-80.826614,
1482957.367731,526681.497106001,4410,863050,2018,1,January,6,7,Saturday,223,20180106022300,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.184779,-80.730554,
1405469.14210601,496931.604606003,4411,964301,2019,8,August,8,5,Thursday,1807,20190808180700,30,Angle,2,20,Inattention,0, ,35.099062,-80.98785,
1406617.903356,503828.478356004,4412,898908,2018,8,August,3,6,Friday,2145,20180803214500,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.118072,-80.984471,
1444551.12960601,548996.950231001,4413,949185,2019,5,May,18,7,Saturday,452,20190518045200,2,Ran off road left,2,33,Unable to determine,0,None (no unusual conditions),35.244176,-80.860471,
1477644.95585601,515851.73773101,4414,894985,2018,6,June,29,6,Friday,245,20180629024500,14,Pedestrian,1,0, ,0, ,35.154771,-80.747693,
1427163.854606,547974.916481003,4415,783677,2016,9,September,28,4,Wednesday,1958,20160928195800,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.240459,-80.918629,
1411581.120856,519905.617106006,4416,969999,2019,9,September,7,7,Saturday,1430,20190907143000,14,Pedestrian,2,20,Inattention,0, ,35.16251,-80.968943,
1489052.34773101,578416.110231012,4417,833674,2016,3,March,24,5,Thursday,1735,20160324173500,1,Ran off road right,1,7,Exceeded safe speed for conditions,0, ,35.327197,-80.713146,
1483192.01773101,556323.535231009,4418,753687,2016,3,March,4,6,Friday,652,20160304065200,24,"Left turn, different roadways",2,4,Disregarded traffic signals,0, ,35.2662244,-80.7314991,
1481111.18773101,546327.863981009,4419,1064189,2020,12,December,12,7,Saturday,1839,20201212183900,1,Ran off road right,2,8,Failure to reduce speed,0, ,35.238664,-80.737883,
1430368.35898101,542339.390856013,4420,833687,2016,8,August,18,5,Thursday,24,20160818002400,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.225147,-80.907536,
1475630.915856,525853.115856007,4421,1052979,2020,10,October,7,4,Wednesday,1756,20201007175600,14,Pedestrian,2,0,No contributing circumstance indicated,0, ,35.181972,-80.755195,
1438889.53648101,515857.269606009,4422,1062760,2020,1,January,21,3,Tuesday,1559,20200121155900,14,Pedestrian,1,0,No contributing circumstance indicated,0,None (no unusual conditions),35.152842,-80.877331,
1437615.50523101,556874.664606005,4423,938430,2018,1,January,22,2,Monday,934,20180122093400,14,Pedestrian,1,0, ,0, ,35.265458,-80.884197,
1461636.38023101,547419.264606014,4424,898686,2018,3,March,8,5,Thursday,1933,20180308193300,30,Angle,1,2,Disregarded stop sign,0, ,35.240708,-80.803161,
1449719.524606,540543.270856008,4425,807775,2017,3,March,3,6,Friday,2131,20170303213200,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.221217,-80.842638,
1422456.64398101,532227.329606012,4426,1000265,2020,2,February,1,7,Saturday,2316,20200201231600,1,Ran off road right,2,33,Unable to determine,0, ,35.196947,-80.933364,
1496112.26585601,536880.632731006,4427,792634,2016,11,November,29,3,Tuesday,727,20161129072700,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.213421,-80.687113,
1471614.86210601,563022.920231014,4428,781437,2016,9,September,13,3,Tuesday,2130,20160913213000,14,Pedestrian,2,0, ,0, ,35.284068,-80.770679,
1433782.16023101,541996.240231007,4429,979147,2019,7,July,11,5,Thursday,1712,20190711171200,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.224384,-80.896085,
1448447.97273101,541781.59648101,4430,831887,2017,7,July,13,5,Thursday,1735,20170713173700,28,"Sideswipe, same direction",2,28,Visibility obstructed,0, ,35.224554,-80.846972,
1480002.24835601,573291.953356013,4431,870406,2018,2,February,23,6,Friday,1152,20180223115200,23,"Left turn, same roadway",2,3,Disregarded other traffic signs,0, ,35.312687,-80.743182,
1477686.45648101,533666.918356001,4432,934011,2019,2,February,18,2,Monday,254,20190218025400,21,"Rear end, slow or stop",2,6,Exceeded authorized speed limit,0, ,35.203716,-80.748604,
1464069.212731,574568.708981007,4433,845707,2017,8,August,6,1,Sunday,139,20170806013900,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.315414,-80.79666,
1419026.901481,576334.882106006,4434,943817,2018,10,October,17,4,Wednesday,130,20181017013000,1,Ran off road right,1,6,Exceeded authorized speed limit,0,None (no unusual conditions),35.317932,-80.947739,
1450243.84398101,509834.477731004,4435,1006871,2020,3,March,5,5,Thursday,2027,20200305202700,28,"Sideswipe, same direction",2,0,No contributing circumstance indicated,0, ,35.13688,-80.838978,
1430832.603356,522123.17523101,4436,799101,2017,1,January,3,3,Tuesday,1757,20170103175700,21,"Rear end, slow or stop",2,33,Unable to determine,0, ,35.169634,-80.904683,
1468188.67960601,538947.807106003,4437,881970,2018,1,January,22,2,Monday,548,20180122054800,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.21776,-80.780711,
1474908.008356,527833.025856003,4438,872832,2018,3,March,4,1,Sunday,226,20180303022600,14,Pedestrian,2,0, ,0,None (no unusual conditions),35.187554,-80.757558,
1441417.728356,544547.583356008,4439,793185,2016,12,December,1,5,Thursday,1424,20161201142400,29,"Sideswipe, opposite direction",2,19,Failed to yield right of way,0, ,35.231791,-80.870683,
1448873.98398101,540050.460856006,4440,811540,2017,3,March,25,7,Saturday,219,20170325021900,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.21982,-80.845438,
1479687.872106,509948.942731008,4441,833358,2017,3,March,13,2,Monday,626,20170313062600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.138653,-80.740513,
1465316.837731,549163.557731003,4442,979123,2019,2,February,1,6,Friday,2354,20190201235400,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.245683,-80.790942,
1439241.04898101,517293.178356007,4443,950883,2019,4,April,24,4,Wednesday,1821,20190424182100,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.156805,-80.876246,
1439049.95898101,555608.444606006,4444,783778,2016,9,September,18,1,Sunday,604,20160918100300,2,Ran off road left,2,32,Other*,0, ,35.2620542,-80.8793119,
1404225.95273101,494895.859606013,4445,922304,2018,6,June,3,1,Sunday,2149,20180603214900,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.093401,-80.991869,
1425303.01585601,528187.922106013,4446,849418,2017,10,October,4,4,Wednesday,813,20171004081300,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.186002,-80.923576,
1451859.419606,540896.750231013,4447,1045573,2020,9,September,17,5,Thursday,1314,20200917131400,20,Parked motor vehicle,2,8,Failure to reduce speed,0,None (no unusual conditions),35.222297,-80.835496,
1432129.86148101,556774.365231007,4448,1069776,2020,8,August,22,7,Saturday,1207,20200822120700,30,Angle,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.264895,-80.902565,
1446375.57648101,555703.455231011,4449,870395,2018,2,February,23,6,Friday,1010,20180223101000,1,Ran off road right,2,20,Inattention,0, ,35.262671,-80.854968,
1471916.39335601,557049.307731003,4450,843948,2017,7,July,21,6,Friday,148,20170721014800,2,Ran off road left,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.267672,-80.769312,
1487260.153981,571890.273356006,4451,838927,2017,8,August,26,7,Saturday,1600,20170826160000,30,Angle,2,4,Disregarded traffic signals,0, ,35.309184,-80.718775,
1468759.16273101,574830.216481,4452,760877,2016,4,April,4,2,Monday,1710,20160404171200,24,"Left turn, different roadways",1,0,No contributing circumstance indicated,0, ,35.3163646,-80.7809565,
1484531.637731,564046.396481007,4453,1073795,2020,12,December,23,4,Wednesday,2144,20201223214400,24,"Left turn, different roadways",1,30,Alcohol use,0, ,35.287505,-80.727462,
1474527.52210601,558472.730231002,4454,753948,2016,1,January,28,5,Thursday,2349,20160128234900,3,Ran off road straight ahead,1,30,Alcohol use,0, ,35.27171,-80.76065,
1464583.55335601,548657.36210601,4455,1003088,2020,2,February,8,7,Saturday,2108,20200208210800,15,Pedalcyclist,1,0, ,0, ,35.244256,-80.793367,
1480864.80023101,544758.601481006,4456,1032450,2020,7,July,11,7,Saturday,1452,20200711145200,24,"Left turn, different roadways",2,20,Inattention,0, ,35.234341,-80.738616,
1451744.167106,545162.132731006,4457,1033488,2020,7,July,18,7,Saturday,628,20200718062800,13,Other non-collision*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.234009,-80.836146,
1439285.39585601,528666.097731009,4458,833681,2016,7,July,3,1,Sunday,210,20160703021000,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.188051,-80.876817,
1446610.77085601,541145.336481005,4459,807779,2017,3,March,4,7,Saturday,114,20170304011400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.222712,-80.853083,
1442758.11460601,492030.58148101,4460,922379,2018,12,December,13,5,Thursday,1915,20181213191500,23,"Left turn, same roadway",2,9,Improper turn,0, ,35.087585,-80.862895,
1485419.47398101,558234.577106014,4461,785248,2016,10,October,8,7,Saturday,1316,20161008131600,27,Head on,2,8,Failure to reduce speed,0, ,35.271581,-80.724149,
1438198.42210601,505754.275231004,4462,871652,2017,3,March,16,5,Thursday,920,20170316092000,16,"RR train, engine",1,3,Disregarded other traffic signs,0, ,35.125051,-80.879003,
1481611.431481,524613.461481005,4463,829008,2017,6,June,29,5,Thursday,2123,20170629212300,23,"Left turn, same roadway",2,0,No contributing circumstance indicated,0, ,35.179033,-80.734937,
1425906.93648101,535501.222731009,4464,861723,2017,12,December,10,1,Sunday,218,20171210021800,30,Angle,1,4,Disregarded traffic signals,0, ,35.206125,-80.922029,
1462939.01773101,539589.912731007,4465,831812,2017,7,July,14,6,Friday,1921,20170714192200,21,"Rear end, slow or stop",2,30,Alcohol use,0, ,35.219264,-80.798324,
1444477.383981,543899.290856004,4466,1016045,2020,4,April,27,2,Monday,1410,20200427141000,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.230168,-80.860398,
1435517.71773101,538143.941481009,4467,1019436,2020,5,May,11,2,Monday,719,20200511071900,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.213892,-80.890029,
1437385.508981,559588.015231013,4468,882154,2018,3,March,4,1,Sunday,2311,20180304231100,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.2729,-80.88514,
1431442.16085601,550885.439606011,4469,791524,2016,4,April,25,2,Monday,1816,20160425181600,28,"Sideswipe, same direction",2,19,Failed to yield right of way,0, ,35.248681,-80.90449,
1449655.72460601,543365.148356006,4470,950486,2019,5,May,25,7,Saturday,851,20190525085100,30,Angle,2,4,Disregarded traffic signals,0, ,35.228966,-80.843027,
1465519.524606,545334.575856,4471,827099,2017,6,June,11,1,Sunday,1704,20170611170400,15,Pedalcyclist,2,0,No contributing circumstance indicated,0, ,35.235174,-80.790032,
1482028.76460601,531293.180231005,4472,759947,2016,4,April,20,4,Wednesday,1750,20160420175000,14,Pedestrian,2,0, ,0,None (no unusual conditions),35.197404,-80.733931,
1424089.33585601,549510.948356003,4473,999366,2020,1,January,19,1,Sunday,2116,20200119211600,30,Angle,2,30,Alcohol use,0, ,35.244515,-80.929024,
1433010.90773101,537325.80023101,4474,941559,2019,3,March,22,6,Friday,2300,20190322230000,23,"Left turn, same roadway",1,34,Unknown,0, ,35.211513,-80.898368,
1472348.980856,525370.488356009,4475,991147,2019,12,December,5,5,Thursday,1825,20191205182500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.180664,-80.765975,
1459280.95648101,540472.148356006,4476,760456,2016,4,April,22,6,Friday,1828,20160422182800,14,Pedestrian,2,0, ,0, ,35.221505,-80.810624,
1453123.93648101,543638.75273101,4477,816635,2017,4,April,20,5,Thursday,102,20170420010200,14,Pedestrian,2,20,Inattention,0, ,35.229894,-80.831432,
1498051.48648101,541848.683981001,4478,1050231,2020,6,June,25,5,Thursday,511,20200625051100,27,Head on,1,11,Crossed centerline/going wrong way,0, ,35.22716,-80.680903,
1450339.06648101,546648.558356002,4479,989312,2019,10,October,19,7,Saturday,236,20191019023600,14,Pedestrian,1,30,Alcohol use,0, ,35.238021,-80.840943,
1449866.25398101,545165.262106001,4480,830780,2017,7,July,7,6,Friday,1500,20170707150100,21,"Rear end, slow or stop",2,33,Unable to determine,0, ,35.233922,-80.842434,
1466205.431481,553750.385231003,4481,884352,2018,5,May,1,3,Tuesday,2225,20180501222500,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.258328,-80.788243,
1464229.33460601,556184.125856012,4482,894241,2018,7,July,7,7,Saturday,654,20180707065400,20,Parked motor vehicle,2,20,Inattention,0, ,35.264916,-80.795009,
1464738.66023101,561735.853356004,4483,880481,2018,1,January,23,3,Tuesday,2106,20180123210600,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.280193,-80.793639,
1452328.540231,540470.454606012,4484,755054,2016,3,March,13,1,Sunday,404,20160313040400,27,Head on,2,19,Failed to yield right of way,0, ,35.2211497,-80.8338991,
1420973.948356,548175.295856014,4485,866387,2017,12,December,18,2,Monday,1858,20171218185800,1,Ran off road right,1,0,No contributing circumstance indicated,0, ,35.240679,-80.939369,
1455274.81710601,564643.912731007,4486,890229,2018,5,May,31,5,Thursday,1622,20180531162200,1,Ran off road right,2,34,Unknown,0, ,35.287708,-80.825524,
1446979.699606,476693.858981013,4487,810821,2017,1,January,22,1,Sunday,158,20170122015800,21,"Rear end, slow or stop",1,6,Exceeded authorized speed limit,0, ,35.045668,-80.847831,
1456035.961481,523540.885231003,4488,894638,2018,6,June,29,6,Friday,1640,20180629164000,28,"Sideswipe, same direction",2,8,Failure to reduce speed,0, ,35.174828,-80.820448,
1476305.50210601,567015.749606013,4489,970188,2019,7,July,7,1,Sunday,1131,20190707233100,14,Pedestrian,1,3,Disregarded other traffic signs,0, ,35.295266,-80.7552,
1451459.19273101,520239.578356013,4490,879239,2018,2,February,18,1,Sunday,122,20180218012200,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.165527,-80.835557,
1451721.83460601,566090.164606005,4491,969941,2019,9,September,6,6,Friday,1518,20190906151900,21,"Rear end, slow or stop",2,8,Failure to reduce speed,0, ,35.291501,-80.837518,
1475733.650231,565360.176481009,4492,1052546,2020,8,August,2,1,Sunday,438,20200802043800,14,Pedestrian,1,0, ,0, ,35.29069,-80.757018,
1496308.61210601,535988.780856013,4493,772249,2016,7,July,13,4,Wednesday,2140,21060713214400,20,Parked motor vehicle,2,14,Overcorrected/oversteered,0, ,35.21098,-80.686405,
1454805.91148101,533072.350231007,4494,896841,2018,7,July,21,7,Saturday,1629,20180721162900,24,"Left turn, different roadways",2,19,Failed to yield right of way,0, ,35.200951,-80.82515,
1468208.39710601,539747.167731002,4495,934371,2019,2,February,19,3,Tuesday,415,20190219040000,1,Ran off road right,2,6,Exceeded authorized speed limit,0, ,35.219957,-80.780693,
1452153.66210601,534027.611481011,4496,831265,2017,7,July,11,3,Tuesday,744,20170711074400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.203441,-80.834086,
1455153.62335601,582090.308981001,4497,750023,2016,2,February,5,6,Friday,1332,20160205133200,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.33563,-80.827006,
1451810.97523101,505592.891481012,4498,927759,2019,1,January,16,4,Wednesday,825,20190116083200,27,Head on,2,11,Crossed centerline/going wrong way,0,None (no unusual conditions),35.125307,-80.833475,
1481171.73523101,547193.490856007,4499,838482,2017,6,June,25,1,Sunday,308,20170625030800,2,Ran off road left,1,11,Crossed centerline/going wrong way,0, ,35.241045,-80.737731,
1475593.48773101,485054.032731012,4500,769795,2016,4,April,2,7,Saturday,400,20160402040500,2,Ran off road left,1,6,Exceeded authorized speed limit,0, ,35.0700615,-80.7527362,
1464044.19398101,487535.741481006,4501,954705,2019,6,June,17,2,Monday,1133,20190617113400,1,Ran off road right,2,32,Other*,0, ,35.076313,-80.791479,
1432654.98460601,527872.358981013,4502,861721,2017,10,October,29,1,Sunday,106,20171029010600,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.185524,-80.898954,
1434237.293356,514721.833356008,4503,742014,2016,1,January,1,6,Friday,1254,20160101125400,23,"Left turn, same roadway",2,19,Failed to yield right of way,0, ,35.14948,-80.89282,
1454813.49023101,555128.098356009,4504,883293,2018,1,January,9,3,Tuesday,35,20180109003500,1,Ran off road right,1,20,Inattention,0, ,35.261543,-80.826483,
1441132.117731,544384.795231014,4505,788378,2016,11,November,3,5,Thursday,1214,20161103121400,21,"Rear end, slow or stop",2,20,Inattention,0, ,35.231329,-80.871629,
1481498.24835601,565758.839606002,4506,989325,2019,11,November,22,6,Friday,1415,20191122141500,30,Angle,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",0, ,35.292064,-80.737726,
1422759.03773101,559200.719606012,4507,1019412,2020,5,May,9,7,Saturday,253,20200509025300,14,Pedestrian,2,0, ,0, ,35.271063,-80.934111,
1462447.54710601,552575.97148101,4508,810830,2017,1,January,27,6,Friday,1640,20170127164000,30,Angle,1,3,Disregarded other traffic signs,0, ,35.254915,-80.800758,
1436709.19335601,547847.274606004,4509,817217,2017,4,April,23,1,Sunday,316,20170423031600,1,Ran off road right,2,32,Other*,0, ,35.240611,-80.886658,
1483017.31898101,544201.183981001,4510,1063118,2020,12,December,3,5,Thursday,2007,20201203200700,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.232913,-80.731376,
1434577.698356,569128.789606005,4511,890227,2018,5,May,30,4,Wednesday,1209,20180530120900,1,Ran off road right,1,6,Exceeded authorized speed limit,0, ,35.298963,-80.895156,
1435068.98648101,515943.97210601,4512,1022671,2020,4,April,19,1,Sunday,2013,20200419201300,27,Head on,1,5,Disregarded road markings,0, ,35.152881,-80.890116,
1445669.97585601,549949.725856006,4513,857950,2017,8,August,25,6,Friday,2237,20170825223700,30,Angle,1,13,Use of improper lane,0, ,35.246851,-80.856784,
1452516.137731,503646.663356006,4514,790128,2016,8,August,23,3,Tuesday,1705,20160823170600,23,"Left turn, same roadway",1,19,Failed to yield right of way,0, ,35.119996,-80.830997,
1437237.665231,531350.864606008,4515,755564,2016,3,March,18,6,Friday,1048,20160318104800,28,"Sideswipe, same direction",2,33,Unable to determine,0, ,35.19532,-80.88384,
1473839.36710601,565156.435856014,4516,991963,2019,12,December,22,1,Sunday,1634,20191222163400,28,"Sideswipe, same direction",2,34,Unknown,0, ,35.290038,-80.763353,
1468236.695856,549164.527731001,4517,1012202,2020,4,April,3,6,Friday,1526,20200403152600,2,Ran off road left,2,0,No contributing circumstance indicated,0, ,35.24583,-80.781164,
1461290.02210601,569403.608981013,4518,998949,2020,1,January,25,7,Saturday,8,20200125000800,2,Ran off road left,2,6,Exceeded authorized speed limit,0, ,35.301086,-80.80566,
1434553.50085601,549797.20648101,4519,832516,2017,7,July,3,2,Monday,2029,20170703202900,14,Pedestrian,1,0,No contributing circumstance indicated,0, ,35.245855,-80.894001,
